dataset,clf,sampler,condition,seed,contam,f1,precision,recall,mcc,roc_auc,pr_auc,error
saudi_attrition,LogReg,RandomOS,correct,1,0.2185430463576159,0.7540983606557377,0.7666666666666667,0.7419354838709677,0.5719352185207879,0.8784363578579374,0.8748363594883237,
saudi_attrition,DecTree,RandomOS,leaked,1,0.2185430463576159,0.7699530516431925,0.7354260089686099,0.8078817733990148,0.5197701356353641,0.8410420053871728,0.8361050589263379,
saudi_attrition,DecTree,RandomOS,correct,1,0.2185430463576159,0.7400611620795107,0.7034883720930233,0.7806451612903226,0.5250350468317652,0.8328460193866201,0.7738609671168588,
saudi_attrition,5NN,RandomOS,leaked,1,0.2185430463576159,0.7030878859857482,0.6788990825688074,0.729064039408867,0.3852897285128699,0.7484408745662354,0.6988369454446922,
saudi_attrition,5NN,RandomOS,correct,1,0.2185430463576159,0.6521739130434783,0.6287425149700598,0.6774193548387096,0.3694729352295742,0.7388209121245828,0.6241044341912868,
saudi_attrition,SVM-RBF,RandomOS,leaked,1,0.2185430463576159,0.78239608801956,0.7766990291262136,0.7881773399014779,0.5616376885536472,0.8742993035501954,0.8780625480486153,
saudi_attrition,SVM-RBF,RandomOS,correct,1,0.2185430463576159,0.7371794871794872,0.732484076433121,0.7419354838709677,0.5342584474642214,0.8604481169553472,0.8295954130816192,
saudi_attrition,RandForest,RandomOS,leaked,1,0.2185430463576159,0.8280871670702179,0.8142857142857143,0.8423645320197044,0.6506332416656483,0.9089640612487564,0.9219452425926764,
saudi_attrition,RandForest,RandomOS,correct,1,0.2185430463576159,0.7412140575079872,0.7341772151898734,0.7483870967741936,0.5403326421120009,0.8721754330208168,0.8482220151025011,
saudi_attrition,GradBoost,RandomOS,leaked,1,0.2185430463576159,0.8060453400503779,0.8247422680412371,0.7881773399014779,0.6213005666235575,0.9066951394112936,0.9205297940237722,
saudi_attrition,GradBoost,RandomOS,correct,1,0.2185430463576159,0.7717041800643086,0.7692307692307693,0.7741935483870968,0.5964083786128328,0.8824408072461465,0.877185353812682,
saudi_attrition,XGBoost,RandomOS,leaked,1,0.2185430463576159,0.8258706467661692,0.8341708542713567,0.8177339901477833,0.6552996410028458,0.9108447183867602,0.926094451455216,
saudi_attrition,XGBoost,RandomOS,correct,1,0.2185430463576159,0.7792207792207793,0.7843137254901961,0.7741935483870968,0.6126062191806882,0.8968377562370887,0.8934345933325956,
saudi_attrition,LogReg,none,none,2,,0.7115384615384616,0.7070063694267515,0.7161290322580646,0.4888139510716603,0.8503416494517718,0.8394319758787311,
saudi_attrition,DecTree,none,none,2,,0.6816720257234726,0.6794871794871795,0.6838709677419355,0.4372391137775017,0.7991101223581757,0.7549215562447857,
saudi_attrition,5NN,none,none,2,,0.6384364820846905,0.6447368421052632,0.632258064516129,0.3671419222346456,0.7612267598919435,0.6567633168773337,
saudi_attrition,SVM-RBF,none,none,2,,0.7302631578947368,0.7449664429530202,0.7161290322580646,0.5316814004612812,0.8372159542348641,0.8287072204747442,
saudi_attrition,RandForest,none,none,2,,0.7074829931972789,0.7482014388489209,0.6709677419354839,0.506869980702558,0.8567773716828221,0.841006286446223,
saudi_attrition,GradBoost,none,none,2,,0.7162162162162162,0.75177304964539,0.6838709677419355,0.5186611516046991,0.8467503575401238,0.8457616925710703,
saudi_attrition,XGBoost,none,none,2,,0.7074829931972789,0.7482014388489209,0.6709677419354839,0.506869980702558,0.8540282853964722,0.8436341481240464,
saudi_attrition,LogReg,SMOTE,leaked,2,0.1836734693877551,0.8,0.7577092511013216,0.8472906403940886,0.5804254111117961,0.9023514280860976,0.9121142472136188,
saudi_attrition,LogReg,SMOTE,correct,2,0.1836734693877551,0.7102803738317757,0.6867469879518072,0.7354838709677419,0.4762559451283119,0.8530112823772446,0.8429646460324882,
saudi_attrition,DecTree,SMOTE,leaked,2,0.1836734693877551,0.7734553775743707,0.7222222222222222,0.8325123152709359,0.5183954572806353,0.8389429493557233,0.8402478813061486,
saudi_attrition,DecTree,SMOTE,correct,2,0.1836734693877551,0.6900958466453674,0.6835443037974683,0.6967741935483871,0.4495055094081172,0.8129350071508025,0.780718855167083,
saudi_attrition,5NN,SMOTE,leaked,2,0.1836734693877551,0.7442922374429224,0.6936170212765957,0.8029556650246306,0.4539514482652387,0.8090344342255333,0.7687340150699965,
saudi_attrition,5NN,SMOTE,correct,2,0.1836734693877551,0.6627565982404692,0.6075268817204301,0.7290322580645161,0.3663709559594452,0.7549658350548228,0.653261106952008,
saudi_attrition,SVM-RBF,SMOTE,leaked,2,0.1836734693877551,0.8186046511627907,0.775330396475771,0.8669950738916257,0.6201126187091839,0.9006770365696813,0.904036231897848,
